GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALU3E001,ALU3E002,ALU3E003,ALU3E004,ALU3E005,ALU3E006,ALU3E007,ALU3E008,ALU3E009,ALU3E010,ALU3E011,ALU3E012,ALU3E013,NAME_M,ALU3M001,ALU3M002,ALU3M003,ALU3M004,ALU3M005,ALU3M006,ALU3M007,ALU3M008,ALU3M009,ALU3M010,ALU3M011,ALU3M012,ALU3M013
"G5400050","2015-2019","WV",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54005",,,"Boone County, West Virginia",6161,245,703,415,547,579,313,803,328,384,883,779,182,"Boone County, West Virginia",386,83,166,123,137,156,147,192,149,109,187,177,84
"G5400070","2015-2019","WV",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54007",,,"Braxton County, West Virginia",4807,257,484,615,685,693,371,407,54,158,459,348,276,"Braxton County, West Virginia",362,122,151,181,234,199,157,199,33,128,188,117,145
"G5400090","2015-2019","WV",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54009",,,"Brooke County, West Virginia",9494,494,1366,1370,1359,949,443,980,355,469,918,575,216,"Brooke County, West Virginia",455,120,265,241,253,207,141,253,120,180,209,150,81
"G5400110","2015-2019","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54011",,,"Cabell County, West Virginia",36038,1399,5155,6603,7277,5098,2496,3430,744,584,1908,806,538,"Cabell County, West Virginia",904,275,543,690,656,478,404,481,204,153,299,180,146
"G5400130","2015-2019","WV",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54013",,,"Calhoun County, West Virginia",2039,63,205,194,212,339,80,269,51,85,158,139,244,"Calhoun County, West Virginia",306,44,85,98,114,160,55,108,51,55,68,73,118
"G5400150","2015-2019","WV",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54015",,,"Clay County, West Virginia",2422,31,134,279,320,104,127,405,101,32,219,408,262,"Clay County, West Virginia",277,29,77,106,115,59,87,150,71,32,86,171,95
"G5400170","2015-2019","WV",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54017",,,"Doddridge County, West Virginia",2908,95,103,183,331,271,136,284,129,336,561,413,66,"Doddridge County, West Virginia",344,84,52,85,136,123,115,119,71,149,155,129,78
"G5400190","2015-2019","WV",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54019",,,"Fayette County, West Virginia",14769,697,1605,1766,1560,1827,838,1417,599,694,1665,1607,494,"Fayette County, West Virginia",601,193,230,311,260,253,211,247,167,164,304,309,148
"G5400210","2015-2019","WV",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54021",,,"Gilmer County, West Virginia",2550,182,465,270,287,112,104,264,29,50,376,309,102,"Gilmer County, West Virginia",220,76,131,85,75,57,70,95,35,30,142,109,55
"G5400230","2015-2019","WV",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54023",,,"Grant County, West Virginia",4685,377,611,673,598,958,177,475,163,110,176,175,192,"Grant County, West Virginia",276,112,159,186,162,196,88,136,85,75,84,87,97
"G5400250","2015-2019","WV",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54025",,,"Greenbrier County, West Virginia",13413,968,1769,1834,1803,1895,752,1472,457,382,1396,436,249,"Greenbrier County, West Virginia",529,256,339,291,357,315,199,250,132,128,303,140,120
"G5400270","2015-2019","WV",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54027",,,"Hampshire County, West Virginia",8850,394,711,764,815,670,521,1014,329,430,1514,822,866,"Hampshire County, West Virginia",481,142,199,182,203,188,183,244,145,164,270,247,229
"G5400290","2015-2019","WV",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54029",,,"Hancock County, West Virginia",12566,414,1745,2574,1735,1257,830,954,440,515,1092,770,240,"Hancock County, West Virginia",463,168,259,318,275,225,182,213,198,192,254,196,105
"G5400310","2015-2019","WV",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54031",,,"Hardy County, West Virginia",6159,545,1195,1063,737,696,93,473,244,180,389,295,249,"Hardy County, West Virginia",377,225,342,278,196,223,71,131,123,103,151,171,100
"G5400330","2015-2019","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54033",,,"Harrison County, West Virginia",28752,938,3300,4668,5950,4416,1947,3044,663,655,1343,1050,778,"Harrison County, West Virginia",784,214,403,439,551,341,310,388,171,160,221,170,183
"G5400350","2015-2019","WV",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54035",,,"Jackson County, West Virginia",10552,486,1166,1184,1094,1409,326,1230,312,660,1528,955,202,"Jackson County, West Virginia",643,180,285,327,249,279,134,361,133,216,306,365,117
"G5400370","2015-2019","WV",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54037",,,"Jefferson County, West Virginia",25476,605,2365,2983,2677,2121,1176,2262,829,935,3049,4014,2460,"Jefferson County, West Virginia",637,153,349,363,311,294,203,323,172,172,241,375,304
"G5400390","2015-2019","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54039",,,"Kanawha County, West Virginia",74785,1835,7400,13189,16260,13273,5866,8271,1532,1622,2561,1772,1204,"Kanawha County, West Virginia",1474,247,589,762,895,893,625,711,294,307,355,327,221
"G5400410","2015-2019","WV",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54041",,,"Lewis County, West Virginia",5837,248,669,828,730,696,192,843,200,165,665,308,293,"Lewis County, West Virginia",278,106,161,167,202,177,68,173,85,78,178,131,112
"G5400430","2015-2019","WV",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54043",,,"Lincoln County, West Virginia",6442,407,521,191,339,753,346,1117,344,348,1113,609,354,"Lincoln County, West Virginia",564,140,167,108,163,229,183,303,149,131,337,150,146
"G5400450","2015-2019","WV",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54045",,,"Logan County, West Virginia",9296,691,1022,1207,1498,1180,560,692,228,231,774,757,456,"Logan County, West Virginia",568,239,256,231,390,239,190,193,132,101,235,195,167
"G5400470","2015-2019","WV",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54047",,,"McDowell County, West Virginia",3590,244,513,278,372,360,243,471,160,196,351,293,109,"McDowell County, West Virginia",441,88,158,99,120,111,103,179,84,101,100,111,46
"G5400490","2015-2019","WV",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54049",,,"Marion County, West Virginia",23393,871,2776,2929,2989,3576,2183,3695,884,883,1454,715,438,"Marion County, West Virginia",590,251,400,358,292,399,277,371,179,214,217,174,111
"G5400510","2015-2019","WV",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54051",,,"Marshall County, West Virginia",12357,485,1582,1207,2340,2071,666,1182,327,516,882,613,486,"Marshall County, West Virginia",459,175,285,238,392,419,174,227,186,204,207,212,215
"G5400530","2015-2019","WV",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54053",,,"Mason County, West Virginia",9463,383,1141,780,1562,1262,758,1114,121,315,917,751,359,"Mason County, West Virginia",571,92,266,191,353,272,210,240,79,130,207,232,139
"G5400550","2015-2019","WV",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54055",,,"Mercer County, West Virginia",21114,648,2697,4655,4106,2837,970,1934,419,459,768,1084,537,"Mercer County, West Virginia",764,193,366,551,534,357,213,326,170,158,168,258,150
"G5400570","2015-2019","WV",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54057",,,"Mineral County, West Virginia",11039,499,872,1826,1345,1731,588,1757,227,705,605,306,578,"Mineral County, West Virginia",526,212,246,308,263,289,174,308,84,177,176,146,162
"G5400590","2015-2019","WV",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54059",,,"Mingo County, West Virginia",6510,557,650,490,845,717,424,723,248,293,610,644,309,"Mingo County, West Virginia",450,173,153,116,199,150,145,192,106,111,159,170,107
"G5400610","2015-2019","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54061",,,"Monongalia County, West Virginia",47855,1143,5585,10062,9989,7471,2698,4908,793,942,2049,1379,836,"Monongalia County, West Virginia",1269,249,549,747,985,588,343,538,176,177,326,269,219
"G5400630","2015-2019","WV",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54063",,,"Monroe County, West Virginia",4726,361,370,542,437,413,261,482,409,211,347,623,270,"Monroe County, West Virginia",408,126,135,163,164,144,113,169,179,94,110,234,154
"G5400650","2015-2019","WV",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54065",,,"Morgan County, West Virginia",7698,425,571,671,880,744,368,554,604,219,1236,922,504,"Morgan County, West Virginia",402,201,210,175,179,292,166,207,222,117,271,214,178
"G5400670","2015-2019","WV",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54067",,,"Nicholas County, West Virginia",9153,461,1374,945,1135,1307,263,1074,213,226,667,624,864,"Nicholas County, West Virginia",434,191,287,267,287,258,121,227,129,98,206,197,258
"G5400690","2015-2019","WV",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54069",,,"Ohio County, West Virginia",18044,655,2622,3831,4078,2458,785,1408,207,309,876,566,249,"Ohio County, West Virginia",482,168,279,463,364,307,164,279,78,95,161,131,105
"G5400710","2015-2019","WV",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54071",,,"Pendleton County, West Virginia",2710,162,335,390,290,287,27,217,60,59,251,490,142,"Pendleton County, West Virginia",158,56,109,96,91,83,18,74,45,33,71,115,61
"G5400730","2015-2019","WV",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54073",,,"Pleasants County, West Virginia",2801,149,342,374,334,314,135,460,137,130,214,162,50,"Pleasants County, West Virginia",194,73,98,117,112,109,51,111,70,78,84,79,30
"G5400750","2015-2019","WV",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54075",,,"Pocahontas County, West Virginia",2970,184,396,447,405,376,85,305,99,107,348,113,105,"Pocahontas County, West Virginia",237,60,119,122,86,109,55,84,51,55,109,52,55
"G5400770","2015-2019","WV",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54077",,,"Preston County, West Virginia",12396,526,1114,1087,1075,1368,896,1849,750,836,1300,1178,417,"Preston County, West Virginia",572,132,180,219,187,173,193,270,210,194,232,228,123
"G5400790","2015-2019","WV",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54079",,,"Putnam County, West Virginia",24337,592,2320,2564,3425,3736,2383,4252,935,1055,1907,822,346,"Putnam County, West Virginia",815,176,330,481,468,513,397,539,237,228,335,212,113
"G5400810","2015-2019","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54081",,,"Raleigh County, West Virginia",26591,1088,3440,4863,4543,3728,1540,3071,391,416,894,1729,888,"Raleigh County, West Virginia",954,299,422,566,579,533,309,440,158,189,199,347,221
"G5400830","2015-2019","WV",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54083",,,"Randolph County, West Virginia",10790,515,2323,1773,1767,1177,329,1053,206,276,372,513,486,"Randolph County, West Virginia",527,164,320,272,298,235,123,243,98,113,125,184,141
"G5400850","2015-2019","WV",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54085",,,"Ritchie County, West Virginia",3370,168,463,381,500,321,207,380,80,138,377,272,83,"Ritchie County, West Virginia",220,64,104,143,118,89,83,97,41,54,96,82,40
"G5400870","2015-2019","WV",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54087",,,"Roane County, West Virginia",4163,214,658,511,571,432,122,436,98,135,338,375,273,"Roane County, West Virginia",315,84,138,134,180,142,55,134,54,78,91,102,92
"G5400890","2015-2019","WV",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54089",,,"Summers County, West Virginia",3873,182,444,395,654,492,184,514,128,209,318,149,204,"Summers County, West Virginia",329,90,133,155,188,130,153,189,81,99,153,80,115
"G5400910","2015-2019","WV",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54091",,,"Taylor County, West Virginia",6449,44,701,711,978,705,654,895,206,188,794,341,232,"Taylor County, West Virginia",440,39,215,224,198,191,179,214,75,91,177,115,119
"G5400930","2015-2019","WV",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54093",,,"Tucker County, West Virginia",2896,242,475,348,222,277,175,325,62,197,159,208,206,"Tucker County, West Virginia",151,79,108,82,66,86,75,91,27,77,55,66,59
"G5400950","2015-2019","WV",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54095",,,"Tyler County, West Virginia",2942,169,314,306,257,331,158,489,184,117,393,121,103,"Tyler County, West Virginia",222,72,92,122,89,82,70,147,83,77,103,80,49
"G5400970","2015-2019","WV",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54097",,,"Upshur County, West Virginia",9331,362,1388,1764,1430,701,362,1018,203,283,922,586,312,"Upshur County, West Virginia",471,114,230,256,211,196,131,245,128,131,199,202,135
"G5400990","2015-2019","WV",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54099",,,"Wayne County, West Virginia",12561,530,980,1259,2031,2308,1492,1431,280,412,671,685,482,"Wayne County, West Virginia",690,175,204,265,366,404,308,300,158,149,192,230,166
"G5401010","2015-2019","WV",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54101",,,"Webster County, West Virginia",2815,168,585,429,335,161,79,297,37,49,259,208,208,"Webster County, West Virginia",286,124,135,176,119,114,57,109,35,43,154,92,85
"G5401030","2015-2019","WV",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54103",,,"Wetzel County, West Virginia",5257,336,765,806,567,554,275,371,159,99,426,559,340,"Wetzel County, West Virginia",310,150,148,166,143,140,108,88,73,45,134,127,103
"G5401050","2015-2019","WV",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54105",,,"Wirt County, West Virginia",2038,71,63,79,177,122,87,455,112,103,378,219,172,"Wirt County, West Virginia",191,50,43,50,85,62,65,133,62,63,130,107,74
"G5401070","2015-2019","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54107",,,"Wood County, West Virginia",33989,1421,4145,6554,7113,5908,2069,3489,350,602,1074,747,517,"Wood County, West Virginia",877,294,514,495,564,502,304,476,122,188,221,185,161
"G5401090","2015-2019","WV",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US54109",,,"Wyoming County, West Virginia",5693,407,488,447,780,650,205,731,137,241,552,829,226,"Wyoming County, West Virginia",414,130,137,159,194,197,91,179,61,114,158,233,117
"G5500010","2015-2019","WI",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55001",,,"Adams County, Wisconsin",7102,446,771,759,835,848,527,920,326,412,526,494,238,"Adams County, Wisconsin",239,71,115,102,107,115,81,123,73,81,94,88,51
"G5500030","2015-2019","WI",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55003",,,"Ashland County, Wisconsin",6843,759,1796,1425,823,726,215,464,76,82,162,171,144,"Ashland County, Wisconsin",224,141,188,170,138,122,49,80,22,33,43,56,43
"G5500050","2015-2019","WI",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55005",,,"Barron County, Wisconsin",20322,1345,3958,3664,3278,2511,1259,1430,289,337,746,1017,488,"Barron County, Wisconsin",473,183,347,281,321,264,221,177,64,69,130,177,88
"G5500070","2015-2019","WI",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55007",,,"Bayfield County, Wisconsin",6314,594,1092,696,772,924,306,735,129,166,391,369,140,"Bayfield County, Wisconsin",172,97,117,87,92,125,45,97,37,38,51,57,31
"G5500090","2015-2019","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55009",,,"Brown County, Wisconsin",130952,4378,18421,26835,31432,22491,6804,8559,1845,2439,3741,2266,1741,"Brown County, Wisconsin",1352,485,993,1127,1183,905,504,644,306,392,442,452,319
"G5500110","2015-2019","WI",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55011",,,"Buffalo County, Wisconsin",6255,522,787,548,761,700,490,911,310,292,593,200,141,"Buffalo County, Wisconsin",173,90,95,67,125,81,54,93,78,61,82,41,36
"G5500130","2015-2019","WI",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55013",,,"Burnett County, Wisconsin",6116,364,932,872,785,597,307,622,176,116,436,484,425,"Burnett County, Wisconsin",144,65,95,79,76,73,53,80,63,29,65,77,59
"G5500150","2015-2019","WI",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55015",,,"Calumet County, Wisconsin",25978,1266,3583,4550,4668,4124,1510,2683,985,823,966,434,386,"Calumet County, Wisconsin",468,212,345,340,313,291,184,254,142,133,141,100,104
"G5500170","2015-2019","WI",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55017",,,"Chippewa County, Wisconsin",29502,1238,4016,4689,4720,4507,2636,3586,729,609,1193,806,773,"Chippewa County, Wisconsin",510,204,389,435,384,397,335,294,128,97,172,157,131
"G5500190","2015-2019","WI",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55019",,,"Clark County, Wisconsin",13814,1463,2221,1934,1646,1663,976,1365,413,538,822,464,309,"Clark County, Wisconsin",203,136,147,121,113,108,90,107,61,83,89,64,53
"G5500210","2015-2019","WI",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55021",,,"Columbia County, Wisconsin",28468,1450,3655,3164,2644,3155,2178,3578,1759,1916,3221,1207,541,"Columbia County, Wisconsin",471,183,316,260,261,316,226,341,216,223,292,134,115
"G5500230","2015-2019","WI",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55023",,,"Crawford County, Wisconsin",7002,802,1509,960,739,737,319,683,174,128,403,318,230,"Crawford County, Wisconsin",205,131,145,133,88,91,62,77,38,39,60,71,42
"G5500250","2015-2019","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55025",,,"Dane County, Wisconsin",288814,7649,33757,47751,52565,50269,24678,36316,7967,7814,11487,5623,2938,"Dane County, Wisconsin",1768,633,1373,1624,1593,1272,991,1531,507,518,724,517,342
"G5500270","2015-2019","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55027",,,"Dodge County, Wisconsin",42808,2223,7124,6277,5260,5112,2831,4733,1397,1680,3319,2124,728,"Dodge County, Wisconsin",707,264,555,493,401,385,319,314,172,206,284,229,150
"G5500290","2015-2019","WI",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55029",,,"Door County, Wisconsin",12663,1480,2823,2555,1804,1287,494,683,183,228,667,255,204,"Door County, Wisconsin",267,270,291,295,184,157,89,89,57,56,121,66,70
"G5500310","2015-2019","WI",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55031",,,"Douglas County, Wisconsin",20694,1003,3207,3557,2785,2956,1321,2252,561,855,1237,625,335,"Douglas County, Wisconsin",345,173,354,325,257,291,172,189,73,119,119,116,79
"G5500330","2015-2019","WI",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55033",,,"Dunn County, Wisconsin",21594,1493,3381,3832,2969,2398,1373,2213,753,741,951,934,556,"Dunn County, Wisconsin",458,229,378,352,297,189,144,261,152,124,131,161,97
"G5500350","2015-2019","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55035",,,"Eau Claire County, Wisconsin",51816,1899,8763,12347,12285,6636,2474,3198,635,609,1090,992,888,"Eau Claire County, Wisconsin",969,316,760,714,751,560,334,361,138,136,198,196,210
"G5500370","2015-2019","WI",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US55037",,,"Florence County, Wisconsin",1766,112,197,312,320,340,135,111,32,57,39,44,67,"Florence County, Wisconsin",101,40,49,66,53,62,43,29,20,24,15,19,31
